prioridad,mlu,titulo,isbn,stock,publicaciones_mismo_isbn,categoria,enriquecida,ficha_ampliada,falta,motivo,google_books,open_library,bne,loc,dnb
3415,MLU652658756,Donald Winnicott De Alicia Levin,9789873630774,1,2,psicologia/psicoanalisis,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3416,MLU653038773,El Vientre De París Libro De Émile Zola Clásicos Franceses,9788490658659,1,2,literatura-ficcion,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3417,MLU653128555,Las Llaves Maestras De Gaia Oráculo Cartas Y Libro Guía,9782813233257,1,2,esoterismo-tarot/tarot-oraculos,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3418,MLU653391150,Tarot Cats - Ana Juan,9780738770185,1,2,esoterismo-tarot/tarot-oraculos,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3419,MLU653926820,"Lecturas Del Cuerpo-del-paciente, De Carina Muñoz. Editorial Naspec, Tapa Blanda En Español",9789506984397,1,2,medicina-salud,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3420,MLU653984192,"Jacques Lacan Y Los Escritores, De Jacques Lacan. Editorial Escuela Freudiana De Buenos Aires En Español",9789879967799,1,2,psicologia/psicoanalisis,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3421,MLU654281768,"Libro Astrohología. Volumen Dos, De Vanesa Maiorana. Editorial Astrohología Ediciones",9789878654294,1,2,esoterismo-tarot/astrologia,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3422,MLU654403296,Dificultades De Aprendizaje Sylvia Farnham-diggory,9788471121738,1,2,educacion/pedagogia,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3423,MLU654750624,De Quien Es La Musica Educacion Musical,9789505639823,1,2,educacion/pedagogia,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3424,MLU654750640,"El Comienzo / Wild Cards / Vol. 1 Martin, George R. R.",9786075272740,1,2,literatura-ficcion,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3425,MLU656111806,Psicologia Desarrollo. Enfoques Yuni Urbano Curso Vital,9789875916289,1,2,psicologia/psicologia-clinica,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3426,MLU656215922,"La Labor Del Editor. El Arte, El Oficio Peter Ginna",9786071673916,1,2,arte-diseno-fotografia,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3427,MLU656793028,Tarot Del Dulce Crepúsculo Cristina Benintende,9788883958809,1,2,esoterismo-tarot/tarot-oraculos,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3428,MLU656793300,Tarot Renacimiento Giorgio Alligo,9788883950148,1,2,esoterismo-tarot/tarot-oraculos,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3429,MLU658079504,"Tarot Del Renacimiento, De Giorgio Trevisan. Editorial Lo Scarabeo, Tapa Blanda En Español",9788883950148,1,2,esoterismo-tarot/tarot-oraculos,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3430,MLU659010522,Trastorno Límite Personalidad Y Emdr Mosquera Gonzalez,9788493774349,1,2,medicina-salud/salud-mental,si,si,autor · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,error,sin_datos
3431,MLU659046350,Erotic Tarot Of Manara,9780738700229,1,2,esoterismo-tarot/tarot-oraculos,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3432,MLU659085388,Cards Of Transformation,9780738775951,1,2,esoterismo-tarot,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3433,MLU659613584,El Sistema Bethesda Citología Cervical Por David Wilbur,9789873954221,1,2,medicina-salud,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3434,MLU660895947,Super Minds Level 4 - Work Book - 2nd Edition - Cambridge,9781108909310,1,2,idiomas-aprendizaje/ingles,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3435,MLU660994116,"Emma, La Cautiva César Aira",9789502317984,1,2,literatura-ficcion/novela,no,si,páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3436,MLU661160489,"Lobos Del Calla ( La Torre Oscura 5 ), De King, Stephen. Editorial Debolsillo, Tapa Blanda En Español",9788497935739,1,2,literatura-ficcion,si,si,editorial · año · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3437,MLU661212289,Stephen King Lobos Del Calla Torre Oscura 5,9788497935739,1,2,literatura-ficcion,si,si,editorial · año · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3438,MLU661877129,Nuestro Planeta Casals Biologia Y Geologia Secundaria,9788421876589,1,2,ciencia-tecnologia/biologia,si,si,autor · páginas · temas,falta_google_books,pendiente,sin_datos,encontrado,sin_datos,sin_datos
3439,MLU662157004,Emociones Para El Día A Día María Menéndez-ponte,9788418128110,1,2,infantil-juvenil,si,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3440,MLU664652882,"X-men N.10: X-men N.10 Panini, De Jonathan Hickman. Serie X-men, Vol. 1. Editorial Marvel, Tapa Blanda, Edición 10 En Español",9786075688619,1,2,comics-manga,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,error,sin_datos
3441,MLU664958182,La Luz Que No Puedes Ver,9788466343145,1,2,literatura-ficcion,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3442,MLU664968934,Secretos De Dios Sefer Atzilut Mario Saban Kabbalah Cabala,9789878647449,1,2,esoterismo-tarot/cabala-kabbalah,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3443,MLU666617440,Los Secretos De Dios . Sefer Atzilut. El Libro De La Emanaci,9789878647449,1,2,esoterismo-tarot/cabala-kabbalah,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3444,MLU666642446,Ferenc Pinter Tarot: 78 Full Colour Tarot Cards,9788865277041,1,2,esoterismo-tarot/tarot-oraculos,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3445,MLU667785452,Biblia De Los Pequeños Antiguo Y Nuevo Testamento Para Niños,9789500846059,1,2,religion-espiritualidad/biblia,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3446,MLU669181014,Bienvenida A La Vida Madre. Agenda Posparto,9788419215024,1,2,familia-crianza/maternidad,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3447,MLU669665354,El Cuerpo Del Delito Iris Johansen,9789500424882,1,2,medicina-salud,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3448,MLU669848064,"Recreando El Habla: Actividades Para Mejorar La Pronunciación, De Susana Demb Mónica Benatuil. Lugar Editorial En Español",9789508922113,1,2,infantil-juvenil/actividades-aprendizaje,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3449,MLU669859866,"Biblia De Los Pequeños Antiguo Y Nuevo Testamento Para Niños, De Ceballos, Susana. Editorial Billiken En Español",9789500846059,1,2,religion-espiritualidad/biblia,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3450,MLU669870222,"Erotic Tarot Of Manara, De Milo Manara. Editorial Lo Scarabeo En Español/inglés/francés/alemán/italiano",9780738700229,1,2,esoterismo-tarot/tarot-oraculos,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3451,MLU669887316,"Good Omens: Le Belle E Accurate Profezie Di Agnes Nutter, Strega, De Terry Pratchett Neil Gaiman. Editorial Mondadori, Tapa Blanda En Italiano",9788804712022,1,2,literatura-ficcion,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3452,MLU669912468,"Project 1 - Workbook With & Practice - 4, De Hutchinson, Tom. Editorial Oxford, Tapa Blanda En Inglés",9780194762885,1,2,idiomas-aprendizaje/ingles,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3453,MLU669938488,"Universal Waite Tarot Deck Premier Edition, De Mary Hanson-roberts. Editorial Nosotros Sistemas De Juegos En Español",9781572815612,1,2,esoterismo-tarot/tarot-oraculos,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,error,sin_datos
3454,MLU670011698,Un Sueño Atrevido Nora Roberts,9788497938600,1,2,literatura-ficcion,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3455,MLU670648632,Amar O Depender Walter Riso,9780307949097,1,2,desarrollo-personal,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3456,MLU670936298,Cómo Evaluar El Lenguaje En Niño Ana María Soprano,9789501260915,1,2,medicina-salud,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3457,MLU671323320,"El Diablo Y Dios; Los Secuestrados De Altona, De Sartre, Jean-paul (1905-1980). Editorial Losada En Español",9789500363280,1,2,literatura-ficcion,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,error,sin_datos
3458,MLU672289182,Manual Práctico De Instrumentación Quirúrgica En Enfermería,9788491139652,1,2,medicina-salud/enfermeria,si,si,páginas · año · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3459,MLU672542864,Cambridge Igcse English As A Second Language Coursebook,9781316636527,1,2,idiomas-aprendizaje/ingles,no,si,páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3460,MLU672543038,El León De Marzo 14 Manga Seinen Chica Umino,9788418475115,1,2,comics-manga,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3461,MLU672656450,The Wonderland Tarot In A Tin Chris Abbey,9781572818798,1,2,esoterismo-tarot/tarot-oraculos,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3462,MLU673152818,"The Wonderland Tarot, De Chris Abbey & Morgana Abbey. Editorial Us Game En Inglés",9781572818798,1,2,esoterismo-tarot/tarot-oraculos,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3463,MLU673420988,Tarot De Marseille Édition Millennium 78 Arcanes,9782841978649,1,2,esoterismo-tarot/tarot-oraculos,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3464,MLU673433958,Fisica I. Bachillerato / 3 Ed,9786071514264,1,2,ciencia-tecnologia/fisica-quimica,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3465,MLU673441288,Anatomía De Los Estiramientos Arnold G. Nelson,9788416676996,1,2,medicina-salud/anatomia,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3466,MLU674327930,Diagnóstico Operatorio En La Práctica Psicopedagógica Visca,9789872917364,1,2,medicina-salud,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3467,MLU676978382,Cerebro Activo Nivel Básico 1 Agustina Melnitzky,9789875704763,1,2,medicina-salud,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3468,MLU678062509,Nuestro Planeta Casals Biologia Y Geología,9788421876589,1,2,ciencia-tecnologia/biologia,si,si,autor · páginas · temas,falta_google_books,pendiente,sin_datos,encontrado,sin_datos,sin_datos
3469,MLU679326278,Semiologia Del Sistema Nervioso 15va Osvaldo Fustinoni,9789500207812,1,2,medicina-salud,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3470,MLU679599504,Nada Te Turbe: Orar Con Santa Teresa,9788428546652,1,2,religion-espiritualidad,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3471,MLU679618910,Psicoanalisis En Situaciones Sociales Criticas,9789875385795,1,2,psicologia/psicoanalisis,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3472,MLU679659318,"La Homeopatia Prenatal Y Los Niños Del Futuro, De Jordan Desgain Jenny. Editorial Miraguano, Tapa Blanda En Español, 1900",9788478132898,1,2,infantil-juvenil/literatura-infantil,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3473,MLU679711072,La Homeopatía Prenatal Y Los Niños Del Futuro,9788478132898,1,2,infantil-juvenil/literatura-infantil,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3474,MLU679732706,Cálculo De Una Variable Trascendentes Tempranas Stewart,9786075265506,1,2,ciencia-tecnologia/matematica,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
3475,MLU680015584,Pedagogias De Las Diferencias Skliar,9789875385177,1,2,educacion/pedagogia,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3476,MLU680127038,Libro - Fertilidad Y Obstetricia Equina Caballos,9788420007526,1,2,naturaleza-animales/caballos-equitacion,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3477,MLU680131334,Libro The Autism - Hugo Sanmartín - Autismo Neurodivergentes,9788412530421,1,2,psicologia/autismo-neurodesarrollo,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3478,MLU680227136,Fortaleza Emocional - Tomás Navarro,9788408139676,1,2,desarrollo-personal,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3479,MLU680514076,"Fortaleza Emocional - Navarro,tomas",9788408139676,1,2,desarrollo-personal,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3480,MLU680660288,Cuaderno De Estimulación Cognitiva - 4 A 6 Años,9788409582051,1,2,infantil-juvenil/actividades-aprendizaje,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
3481,MLU680701220,La Buena Noticia De Cada Día 2024 Salmo Evangelio,9788490738962,1,2,religion-espiritualidad/espiritualidad,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
3482,MLU680747024,Economía Para Dummies - Sean Masaki Flynn,9788432903106,1,2,negocios-economia,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3483,MLU680812022,"Economia Para Dummies - Masaki Flynn,sean",9788432903106,1,2,negocios-economia,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3484,MLU681261802,Save 3: Save Us - Solo El Amor Puede Salvarnos - Mona Kasten,9789504978435,1,2,literatura-ficcion,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3485,MLU681313556,Hábitos - Guía Práctica Rutinas Saludables - Facundo Pereyra,9789500214933,1,2,desarrollo-personal,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
3486,MLU681881850,Goodman Y Gilman Manual De Farmacología Y Terapéutica.,9786071512154,1,2,medicina-salud,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3487,MLU681935444,"La Vela. Iniciación A La Navegación Y La Regata - Bourdeaux, De P.m. Bourdeaux. Editorial Juventud En Español",9788426110091,1,2,deportes/otros-deportes,si,si,páginas · año · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3488,MLU681939078,Libro: 10 Sesiones Para Trabajar 2: Lengua - Matemáticas,9788417201715,1,2,educacion,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3489,MLU682013354,"10 Sesiones Para Trabajar Los Contenidos Básicos. Cuaderno 3, De Martínez Romero, José. Editorial Geu, Tapa Blanda En Español",9788417201715,1,2,educacion,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3490,MLU682149504,"Física Para Ciencias E Ingeniería, Volumen 1 -serway Cengage",9786075266695,1,2,ciencia-tecnologia,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
