prioridad,mlu,titulo,isbn,stock,publicaciones_mismo_isbn,categoria,enriquecida,ficha_ampliada,falta,motivo,google_books,open_library,bne,loc,dnb
344,MLU634380191,Arta Agenda 2023-2024 (arta Game),9788418949326,1,2,otros-productos/papeleria-manualidades,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
345,MLU634380339,Nuestro Utero Marcela Thesz Linaje Legado Mujer,9798363401596,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
346,MLU635383955,Joaquin El Chapo Guzman Andrés López López,9789877351293,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
347,MLU635397615,Construyendo Identidad Corporal Alicia Grasso,9789875381469,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
348,MLU635435677,Hasta Que Deje De Doler Mar Petryk,9789504975960,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
349,MLU636005042,De La Crisis A La Creatividad - Fabiana Eisemberg -biblos,9789876910798,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
350,MLU636005074,"Del Plata Al Niagara - Groussac, Paul",9789505639069,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
351,MLU636069244,Libro Santos Para Pecadores,9788432159626,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
352,MLU636119126,Enciende La Llama - Pablo Aragone,9789878916149,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
353,MLU636887231,"La Odisea De Los Hombres Buenos De Albert Pla, De Albert Pla. Editorial Sudamericana En Español",9788416498802,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
354,MLU639968965,Instrumentación Quirurgica Técnica Cirugia General Broto,9789500696791,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
355,MLU640944563,"Libro Prisma J. Taller De Competencia Lectora Y Escritura Critica, De Montoya Arias, Leon Andres. Editorial Vicens Vives, Tapa Blanda ( 2020)",9789588421865,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
356,MLU641434455,"Método Guitarra Cifra Tarrago, Gracia",9788480204835,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
357,MLU643231285,"Ceremonias 2, De Saint Germain. Editorial Tomo, Tapa Blanda En Español, 2001",9789706660398,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
358,MLU645299645,Libro Psicológicamente Hablando - Paidós,9788449332425,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
359,MLU645527595,"El Yermo, De Sergi Llauger., Vol. Volumen Similar Al Titulo. Editorial Dolmen, Tapa Blanda En Español, 0",9788418510403,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
360,MLU646523261,"Damas De Lo Extraño - Teresita Pumara Piladora): Siete Escritoras De Gótico Y Terror, De Aa.vv.., Vol. 1. Editorial A-z, Tapa Dura En Español",9789873507922,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
361,MLU646590565,"Libro Por Que Decimos? - 4ª Edicion - Charlie Lopez, De López, Charlie. Editorial Edelvives, Tapa Blanda (2019)",9789876427005,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
362,MLU647695311,"Ernesto Guevara, También Conocido Como El Che - Paco I Taibo",9786070744488,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
363,MLU648041544,Todos Demás Padres Y Demás Madres Dijeron Sí Cecilia Pisos,9789877385526,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
364,MLU651526048,"Generos, Cuerpos, Placeres - Ayouch, Thamy -lv",9789506496449,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
365,MLU651574730,"Introducción A La Obra De Henri Wallon, De Ignasi Vila. Anthropos Editorial, Tapa Blanda En Español",9788476580189,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
366,MLU652087826,Libro Laberintos E.s.i. De Gabriela Vexina,9789878406350,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
367,MLU652279768,"Libro Lo Insoportable En Las Instituciones De Protección A La Infancia, De Carmen Rodriguez. Editorial Fundación La Hendija, Tapa Blanda",9789873900341,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
368,MLU652305462,"Libro Piano Básico De Bastien Nivel 1, De Bastien, J.. Editorial Kjos",9780849794445,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
369,MLU652658734,Caótica César Ortíz Albaladejo,9789585541627,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
370,MLU652682058,Libro El Amor De Tu Vida Compartida Por Enriqueta Olivari,9788468655659,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
371,MLU652703159,Históricamente Carretero Memoria Colectiva,9789878013152,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
372,MLU652708034,"Fundamentos Clinicos Del Acompañamiento Terapeutico, De Pulice, Gabriel. Editorial Letra Viva En Español",9789506493547,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
373,MLU653024553,"Las Llaves Maestras De Gaia, De Tait, Vanessa., Vol. 1. Editorial Guy Tredaniel, Tapa Blanda En Español, 2025",9782813233257,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
374,MLU653797020,"Agenda Oficial 2022-2023-fortnite, De Aa. Vv.. Editorial Hachette, Tapa Blanda En Español, 2022",9788418182945,1,2,otros-productos/papeleria-manualidades,no,no,autor · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
375,MLU654307402,"Libro The Human Body, De Various. Editorial Lectorum, Tapa Blanda",9789583037610,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
376,MLU654750694,"Libro Pequeños Gajos Del Oficio Médico Hosp Italiano, De Coti Funes. Editorial Delhospital Ediciones, En Castellano",9789871639908,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
377,MLU654755880,Libro Investigación Integral En Las Demencias: Ejercicios Y,9786079824808,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
378,MLU654820514,Iancias Públicas. No Hay Derecho,9789875380912,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
379,MLU654820558,Libro Tu Droga Mi Droga Nuestra Droga De Mario Miguel Puente,9789508921864,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
380,MLU654829342,"Libro De Familias , Psicosis E Internación, De Monica Fundin. Editorial Letra Viva",9789506496982,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
381,MLU654868842,"Osho / El Libro Del Sexo, De Osho. Editorial Grijalbo En Español",9789502803029,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
382,MLU655487624,Dislexia Definicion E Intervencion En Hispanohablantes,9786074482690,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
383,MLU656280336,"Señales De Vida, De Punta, Teresa. Editorial Lugar En Español",9789508924445,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
384,MLU658014230,Los Elefantes No Vuelan,9786077610427,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
385,MLU658027424,"Libro Caótica, De César Ortiz Albaladejo. Editorial Deja Vu",9789585541627,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
386,MLU658040420,"La Potencia Grupal, De Saidon O., Vol. 1. Editorial Lugar, Tapa Blanda En Español",9789508923790,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
387,MLU659069548,Star Wars Trilogia De Thrawn La Última Orden,9786075286600,1,2,otros-libros,no,no,autor · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
388,MLU663124842,"Pepon, De Macsolis. Juventud Editorial (c), Tapa Blanda En Español",9788426122728,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
389,MLU666942206,"Construyendo Identidad Corporal, De Grasso Y Erramouspe. Editorial Novedades Educativas En Español",9789875381469,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
390,MLU666968142,Libro Joaquin El Chapo Guzman De Andres Lopez Lopez,9789877351293,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
391,MLU670871120,La Odisea De Los Hombres Buenos,9788416498802,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
392,MLU680786000,Cuaderno De Estimulación Cognitiva - 6 A 8 Años - Escolar,9788409573875,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
393,MLU681430412,"Tendances N A1 Le + Dvd - M Adul: Libro Del Alumno, De Parizet Marie-louis Girardet Jacky, Pecheur Jacques, Gibbe Colette. Editorial Cle International En Francés",9782090385250,1,2,otros-productos/discos-vinilos,no,no,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
394,MLU684997296,"Libro: Nueva Teoría Completa De La Música. De Pedro, Dionisio",9788438712580,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
395,MLU688419002,"Planner La Vida Madre, De Ariadne Artiles. Editorial Planeta Gifts En Español",9788419215024,1,2,otros-productos/papeleria-manualidades,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
396,MLU692522732,Project Explore Class Cd Starter,9780194255592,1,2,otros-productos/discos-vinilos,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
397,MLU692574390,Project Explore Starter - Audio Cd (3),9780194255592,1,2,otros-productos/discos-vinilos,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
398,MLU692750694,Abc Del Discurso Audiovisual Alberto Harari Tapa Del Libro Blanda,9789878611013,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
399,MLU693268692,"Comprensión Negativa, De Raquel Monroy. Colección Logo +, Vol. 1. Editorial Psylicom, Tapa Blanda En Español, 2020",9788412280906,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
400,MLU693425578,"Due Diligence Para Abogados Y Contadores: Un Análisis Integral E Interdisciplinario, De Rodolfo G. Papa., Vol. 1. Editorial Errepar, Tapa Blanda, Edición 2 En Español, 2017",9789870120438,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
401,MLU695191187,Libro De Los Ositos Rezamos A Mama Maria (cartone),9789870003137,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
402,MLU696635081,Pack Cuentos Infantiles Abuelo Bebés Y Consentimiento,9782263558801,1,1,infantil-juvenil/literatura-infantil,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
403,MLU696907080,"Yo Declaro: 366 Declaraciones De Hombre Para La Mañana, De Camilo Cardozo. Editorial Independently Published, Tapa Blanda En Español, 2022",9798843953638,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
404,MLU700137135,Pack 2 Libros Hitler Raymond Cartier Y Jesús Ruiz,9783113144755,1,1,historia/historia-mundial,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,pendiente,pendiente
405,MLU700142913,Pack 2 Libros Extensión Agrícola Uruguay Canelones,9784855558428,1,1,naturaleza-animales,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,pendiente,pendiente
406,MLU701173804,"Encendidas: Un Viaje Íntimo Por La Menopausia, De Mariana Carbajal (. Editorial Grijalbo, Tapa Blanda En Español, 2024",9789502816821,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
407,MLU701225768,"Yo Declaro: 366 Declaraciones De Mujer Para La Mañana, De Camilo Cardozo. Editorial Independently Published, Tapa Blanda En Español, 2022",9798843954017,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
408,MLU701444378,"Método Guitarra Cifra, De Tarragó. Editorial Editorial De Música Boileau, S.l., Tapa Blanda En Español, 2000",9788480204835,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
409,MLU701763746,Libro + Rompecabezas - Messi Para Armar - Catapulta,9789878150697,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
410,MLU702881020,Libro Parejas En Recuperaciòn Anónimas Anonimos Grupos,9780997473049,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
411,MLU703013706,"Libro : Dinero, Felicidad, Tiempo Libre Si Madrugas A...",9789584880895,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
412,MLU706698094,La Civilizacion De Israel En La Vida Moderna - M. Kaplan,9789872267582,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
413,MLU709270934,"Para Selena, Con Amor, Edición Español, Chris Perez",9780451414052,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
414,MLU714393754,Manual De Fonoestomatología Trovato Novedad 2018 Envíos,9789875703483,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
415,MLU717146544,"Amigurumi De La Prehistoria / 14 Proyectos, De Editorial Drac. Editorial Drac, Tapa Blanda En Español, 2021",9788498746525,1,2,otros-productos/papeleria-manualidades,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
416,MLU720128080,Libro De Crochet Complementos Ganchillo Fácil Paso A Paso,9788498743326,1,2,otros-productos/papeleria-manualidades,no,no,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,encontrado
417,MLU730288476,"Aprende Electrónica E Robótica Educativa, De Roberto Montero Miguel. Editorial Edicións Xerais, Tapa Blanda En Gallego, 2019",9788491214861,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
418,MLU730352002,"Cuaderno Isométrico, De Dibujo Técnico Fundamental., Vol. 1. Editorial Independently Published, Tapa Blanda En Español",9798583606733,1,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
419,MLU732292982,"Libro Futuro Es Fungico, El, De Michael Lim. Editorial Blume, Tapa Dura En Español, 2022",9788419094421,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
420,MLU744590148,"Libro Desarrollo A Escala Humana, De Manfred Max-neef, Vol. Unico. Editorial Econautas, Tapa Blanda (2021)",9789874793614,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
421,MLU748559372,Libro Sola Entre Ellos - Saban - Marisa Ventura,9789878682952,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
422,MLU811150496,Libro Qué Hacemos Con Lo Que Somos - Sofi Jobs - Bruguera,9789505612291,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
423,MLU845099066,"Yo Tengo Un Angel Que Me Sostiene La Mano, De Shaini, Alya. Editorial Independently Published, Tapa Blanda En Español, 2024",9798321794937,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
424,MLU847042604,"Edward Bach. La Luz Que Nunca Se Apaga, De Grecco, Eduardo H.. Editorial Continente, Tapa Blanda En Español",9789507541735,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
425,MLU863357770,"Conciencia Fonológica: Cuadernillo De Entrenamiento, De Veronica Cassiraga, Alejandra Gettar., Vol. 1. Editorial Neuroaprendizaje Infantil, Tapa Blanda, Edición Manual En Español, 2022",9789878840710,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
426,MLU898591212,"Libro Argentina X Un Cronista A La Caza De Fantasmas - Agostinelli, De Agostinelli, Alejandro, Vol. 1. Editorial Fondo De Cultura Económica, Tapa Blanda (2025)",9789877195910,1,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
427,MLU950738158,Lote 13 Guías Turísticas Arte Historia Y Fotografía,9781676305002,1,1,historia,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
428,MLU954305716,Lote 10 Guías Turísticas Grecia Y Roma Arte E Historia,9785087454779,1,1,historia,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
429,MLU684984354,"Mi Primera Librería Juntos Aprendemos Disney Clasicos, De Disney. Editorial Pi Kids, Tapa Blanda En Español, 2024",9781503773141,7,2,infantil-juvenil/literatura-infantil,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
430,MLU982335476,Hill Burlar Al Diablo Psicología Del Éxito Personal,9786074575880,7,2,desarrollo-personal,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
431,MLU1034346502,"Guia De Lectura Jesus Aproximacion Historica, De Pedro I. Fraile. Editorial Ppc, Tapa Blanda, Edición 2013 En Español",9789871931699,2,2,religion-espiritualidad/espiritualidad,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
432,MLU1041225106,Capitalismo Gore Sayak Valencia Paidós,9789501204186,2,2,filosofia-ciencias-sociales,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
433,MLU1044356802,"Intensamente 2 - Libro Para Pintar Y Acuarelas, De No Aplica., Vol. 1. Editorial Editorial Vertice S.r.l., Tapa Blanda En Español, 2024",9786313031177,2,2,infantil-juvenil/actividades-aprendizaje,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
434,MLU1064751100,Yo Antes De Ti Novela Romántica De Jojo Moyes,9788466361040,2,2,literatura-ficcion/novela,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
435,MLU1098929920,El Diablo De La Botella - El Ladron De Cadaveres - Cucaña,9788468235288,2,2,literatura-ficcion/cuento,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
436,MLU1435128210,Vivir Limpios El Viaje Continúa Narcóticos Anónimos,9781557769770,2,2,desarrollo-personal,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
437,MLU1449685664,Obtenga El Si Negociar Sin Ceder Fisher Ury Negociacion,9788423439164,2,2,negocios-economia,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,encontrado,sin_datos,sin_datos
438,MLU478745565,Libro Madres De Hierro Abuso Sexual,9789873615009,2,2,medicina-salud/salud-mental,no,no,páginas · año · idioma · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
439,MLU625373406,Chibi - El Arte Japones Para Dibujar Personajes Adorables,9788893679565,2,2,arte-diseno-fotografia,no,no,autor · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
440,MLU628156107,Libro - Tony Stark Iron Man 2 Realidades Stark - Marvel,9786075682624,2,2,infantil-juvenil/literatura-infantil,no,no,editorial · páginas · idioma · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
441,MLU629940133,Bright Ideas Starter - Sb + Digital Pack,9780194838993,2,2,idiomas-aprendizaje/ingles,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
442,MLU630930620,Amor O Dominación (los Estragos Del Patriarcado) - Laura Gut,9789876093378,2,2,psicologia,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
443,MLU636119100,Criar A Nuestros Hijos Creciendo Nosotros - Naomi Aldort,9781940598680,2,2,familia-crianza/crianza,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
444,MLU636722943,Oxford Read And Imagine 2. Where On Earth,9780194736589,2,2,idiomas-aprendizaje/ingles,no,no,autor · páginas · año · temas,falta_google_books,error,encontrado,sin_datos,sin_datos,sin_datos
445,MLU637800295,"Oxford Read And Imagine 2: Where On Earth Are We Mp3 Pack, De Varios Autores. Editorial Oxford University Press España En Inglés",9780194736589,2,2,idiomas-aprendizaje/ingles,no,no,autor · páginas · año · temas,falta_google_books,error,encontrado,sin_datos,sin_datos,sin_datos
446,MLU640810903,Libro: El Matrimonio Y Sus Alternativas - Carl R. Rogers,9788472450752,2,2,psicologia,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
447,MLU643193423,"El Cumpleaños De Peppa, De Vv. Aa.. Editorial Barbo Toys, Tapa Dura En Español, 2023",9788794216302,2,2,infantil-juvenil/primera-infancia,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
448,MLU643469671,"Diagnóstico Psicopedagógico En Lectura Y Escritura (diple), De Gustavo Cantú Y María Di Scala. Editorial Noveduc En Español",9789875380851,2,2,medicina-salud,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
449,MLU643534025,"Star Wars La Ultima Orden (novela) - Zahn, Timothy",9788491468899,2,2,literatura-ficcion/novela,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,encontrado,error,sin_datos
450,MLU647537051,"Libro El Juego De Las Palabras (stop), De Casasín, Albert. Editorial Alma, Tapa Blanda",9788418933929,2,2,juegos-actividades/ingenio-pasatiempos,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
451,MLU647741457,English File Pre-intermediate (3rd.edition) - Workbook No Ke,9780194598729,2,2,idiomas-aprendizaje/ingles,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
452,MLU652252839,Ayurveda - La Ciencia De Curarse Uno Mismo - Vasant Lad,9789507540011,2,2,ciencia-tecnologia,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
453,MLU653954353,"Libro Star Wars. Cuaderno De Vacaciones Para Adultos, De Star Wars. Editorial Planeta Junior, Tapa Blanda",9788408253501,2,2,infantil-juvenil,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
454,MLU658001386,"Juego En La Enseñanza De La Matematica, El",9789875384330,2,2,ciencia-tecnologia/matematica,no,no,autor · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,pendiente,pendiente
455,MLU660986581,Bright Ideas Class Book 5 - Oxford,9780194117913,2,2,idiomas-aprendizaje/ingles,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
456,MLU661290401,"The Canterville Ghost (2º Eso), De Oscar Wilde. Editorial Burlington Books En Español",9789963480630,2,2,literatura-ficcion,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
457,MLU661906379,Planificacion Y Secuencias Didacticas En La Escuela Primaria,9789875389120,2,2,educacion/formacion-docente,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
458,MLU661945203,Laura Pitluk Planificacion Y Secuencias Didacticas Primaria,9789875389120,2,2,educacion/formacion-docente,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
459,MLU672214352,International Primary Science Workbook: Stage 2,9780008368944,2,2,idiomas-aprendizaje/ingles,no,no,autor · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
460,MLU676001577,Diario Llegada Bebé Niño - Álbum Recuerdos Emotivo,9788428571609,2,2,infantil-juvenil/primera-infancia,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
461,MLU679638664,Dios Tiene Un Propósito Contigo Robert Green,9781513663418,2,2,religion-espiritualidad/espiritualidad,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
462,MLU679739350,Limpia Tu Enredo Mental: 5 Pasos Simples Dr. Caroline Leaf,9781641237772,2,2,desarrollo-personal,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
